SERIES_CODE,שם סדרה,FREQ,תדירות,DATA_TYPE,סוג נתון,INSTR_ASSET,סוג מכשיר,REF_AREA,מדינה,REF_SECTOR,מגזר,COUNTERPART_AREA,אזור נגדי,COUNTERPART_SECTOR,מגזר נגדי,BASE_CURRENCY,מטבע בסיס,BASE_ASSET,נכס בסיס,DATA_SOURCE,מקור נתונים,TIME_COLLECT,אופן חישוב בתקופת זמן,CONF_STATUS,סיווג סודיות,UNIT_MEASURE,יחידות מידה,UNIT_MULT,מכפיל יחידות,NET_GROSS,נטו_ברוטו,COUNTER_CURRENCY,מטבע נגדי,TIME_TO_MATURITY,טווח לפדיון,TIME_PERIOD,OBS_VALUE
WEB_TV_SWAP_NR,נפח מסחר בעסקות החלף של תושבי חוץ (ממוצע יומי),D,יומי,NAT,נפח מסחר,F712C,עסקות החלף,W29,Non-resident in the economic territory,S2_L,תושבי חוץ,W2,ישראל,S122_X_FB_L,בנקים מקומיים למעט סניפים של בנקים זרים בישראל,_X,לא מוגדר באופן ספציפי,FX,"מט""ח",BOI_IS,בנק ישראל - חטיבת מידע וסטטיסטיקה,A,ממוצע התצפיות לאורך התקופה,F,לא סודי,USD,דולרים,6,מיליונים,GRS_R,ברוטו - כולל החזרות,ILS,"ש""ח",_X,לא מוגדר באופן ספציפי,2008-01-02,2721.508819
WEB_TV_SWAP_NR,נפח מסחר בעסקות החלף של תושבי חוץ (ממוצע יומי),D,יומי,NAT,נפח מסחר,F712C,עסקות החלף,W29,Non-resident in the economic territory,S2_L,תושבי חוץ,W2,ישראל,S122_X_FB_L,בנקים מקומיים למעט סניפים של בנקים זרים בישראל,_X,לא מוגדר באופן ספציפי,FX,"מט""ח",BOI_IS,בנק ישראל - חטיבת מידע וסטטיסטיקה,A,ממוצע התצפיות לאורך התקופה,F,לא סודי,USD,דולרים,6,מיליונים,GRS_R,ברוטו - כולל החזרות,ILS,"ש""ח",_X,לא מוגדר באופן ספציפי,2008-01-03,1433.08113600118
WEB_TV_SWAP_NR,נפח מסחר בעסקות החלף של תושבי חוץ (ממוצע יומי),D,יומי,NAT,נפח מסחר,F712C,עסקות החלף,W29,Non-resident in the economic territory,S2_L,תושבי חוץ,W2,ישראל,S122_X_FB_L,בנקים מקומיים למעט סניפים של בנקים זרים בישראל,_X,לא מוגדר באופן ספציפי,FX,"מט""ח",BOI_IS,בנק ישראל - חטיבת מידע וסטטיסטיקה,A,ממוצע התצפיות לאורך התקופה,F,לא סודי,USD,דולרים,6,מיליונים,GRS_R,ברוטו - כולל החזרות,ILS,"ש""ח",_X,לא מוגדר באופן ספציפי,2008-01-04,1936.896822
WEB_TV_SWAP_NR,נפח מסחר בעסקות החלף של תושבי חוץ (ממוצע יומי),D,יומי,NAT,נפח מסחר,F712C,עסקות החלף,W29,Non-resident in the economic territory,S2_L,תושבי חוץ,W2,ישראל,S122_X_FB_L,בנקים מקומיים למעט סניפים של בנקים זרים בישראל,_X,לא מוגדר באופן ספציפי,FX,"מט""ח",BOI_IS,בנק ישראל - חטיבת מידע וסטטיסטיקה,A,ממוצע התצפיות לאורך התקופה,F,לא סודי,USD,דולרים,6,מיליונים,GRS_R,ברוטו - כולל החזרות,ILS,"ש""ח",_X,לא מוגדר באופן ספציפי,2008-01-07,1707.92918562173
WEB_TV_SWAP_NR,נפח מסחר בעסקות החלף של תושבי חוץ (ממוצע יומי),D,יומי,NAT,נפח מסחר,F712C,עסקות החלף,W29,Non-resident in the economic territory,S2_L,תושבי חוץ,W2,ישראל,S122_X_FB_L,בנקים מקומיים למעט סניפים של בנקים זרים בישראל,_X,לא מוגדר באופן ספציפי,FX,"מט""ח",BOI_IS,בנק ישראל - חטיבת מידע וסטטיסטיקה,A,ממוצע התצפיות לאורך התקופה,F,לא סודי,USD,דולרים,6,מיליונים,GRS_R,ברוטו - כולל החזרות,ILS,"ש""ח",_X,לא מוגדר באופן ספציפי,2008-01-08,1243.68415
WEB_TV_SWAP_NR,נפח מסחר בעסקות החלף של תושבי חוץ (ממוצע יומי),D,יומי,NAT,נפח מסחר,F712C,עסקות החלף,W29,Non-resident in the economic territory,S2_L,תושבי חוץ,W2,ישראל,S122_X_FB_L,בנקים מקומיים למעט סניפים של בנקים זרים בישראל,_X,לא מוגדר באופן ספציפי,FX,"מט""ח",BOI_IS,בנק ישראל - חטיבת מידע וסטטיסטיקה,A,ממוצע התצפיות לאורך התקופה,F,לא סודי,USD,דולרים,6,מיליונים,GRS_R,ברוטו - כולל החזרות,ILS,"ש""ח",_X,לא מוגדר באופן ספציפי,2008-01-09,1795.35299285785
WEB_TV_SWAP_NR,נפח מסחר בעסקות החלף של תושבי חוץ (ממוצע יומי),D,יומי,NAT,נפח מסחר,F712C,עסקות החלף,W29,Non-resident in the economic territory,S2_L,תושבי חוץ,W2,ישראל,S122_X_FB_L,בנקים מקומיים למעט סניפים של בנקים זרים בישראל,_X,לא מוגדר באופן ספציפי,FX,"מט""ח",BOI_IS,בנק ישראל - חטיבת מידע וסטטיסטיקה,A,ממוצע התצפיות לאורך התקופה,F,לא סודי,USD,דולרים,6,מיליונים,GRS_R,ברוטו - כולל החזרות,ILS,"ש""ח",_X,לא מוגדר באופן ספציפי,2008-01-10,1675.48744578625
WEB_TV_SWAP_NR,נפח מסחר בעסקות החלף של תושבי חוץ (ממוצע יומי),D,יומי,NAT,נפח מסחר,F712C,עסקות החלף,W29,Non-resident in the economic territory,S2_L,תושבי חוץ,W2,ישראל,S122_X_FB_L,בנקים מקומיים למעט סניפים של בנקים זרים בישראל,_X,לא מוגדר באופן ספציפי,FX,"מט""ח",BOI_IS,בנק ישראל - חטיבת מידע וסטטיסטיקה,A,ממוצע התצפיות לאורך התקופה,F,לא סודי,USD,דולרים,6,מיליונים,GRS_R,ברוטו - כולל החזרות,ILS,"ש""ח",_X,לא מוגדר באופן ספציפי,2008-01-11,1319.07948649668
WEB_TV_SWAP_NR,נפח מסחר בעסקות החלף של תושבי חוץ (ממוצע יומי),D,יומי,NAT,נפח מסחר,F712C,עסקות החלף,W29,Non-resident in the economic territory,S2_L,תושבי חוץ,W2,ישראל,S122_X_FB_L,בנקים מקומיים למעט סניפים של בנקים זרים בישראל,_X,לא מוגדר באופן ספציפי,FX,"מט""ח",BOI_IS,בנק ישראל - חטיבת מידע וסטטיסטיקה,A,ממוצע התצפיות לאורך התקופה,F,לא סודי,USD,דולרים,6,מיליונים,GRS_R,ברוטו - כולל החזרות,ILS,"ש""ח",_X,לא מוגדר באופן ספציפי,2008-01-14,2059.28357691798
WEB_TV_SWAP_NR,נפח מסחר בעסקות החלף של תושבי חוץ (ממוצע יומי),D,יומי,NAT,נפח מסחר,F712C,עסקות החלף,W29,Non-resident in the economic territory,S2_L,תושבי חוץ,W2,ישראל,S122_X_FB_L,בנקים מקומיים למעט סניפים של בנקים זרים בישראל,_X,לא מוגדר באופן ספציפי,FX,"מט""ח",BOI_IS,בנק ישראל - חטיבת מידע וסטטיסטיקה,A,ממוצע התצפיות לאורך התקופה,F,לא סודי,USD,דולרים,6,מיליונים,GRS_R,ברוטו - כולל החזרות,ILS,"ש""ח",_X,לא מוגדר באופן ספציפי,2008-01-15,1678.855677
